T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
262,Djibouti,1985,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,1995,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2005,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2010,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2015,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2016,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2017,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2018,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,1985,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,1995,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2005,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2010,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7210,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2015,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2016,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2017,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
262,Djibouti,2018,Exchange rates: period average (national currency per US dollar),Djibouti Franc (DJF),,177.7200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
212,Dominica,1985,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
212,Dominica,1995,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
212,Dominica,2005,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
212,Dominica,2010,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
212,Dominica,2015,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
