T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
533,Aruba,2010,Major trading partner 2 (% of exports),Colombia,,27.1518,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2018,Major trading partner 2 (% of exports),Colombia,,19.4563,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2005,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,0.0649,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2010,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,1.9857,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2018,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,21.4854,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2005,Major trading partner 3 (% of exports),United States,,11.2513,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2010,Major trading partner 3 (% of exports),United States,,6.1047,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2018,Major trading partner 3 (% of exports),United States,,14.4276,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2005,Major trading partner 3 (% of imports),Netherlands,,12.6577,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2010,Major trading partner 3 (% of imports),Netherlands,,11.2865,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
533,Aruba,2018,Major trading partner 3 (% of imports),Netherlands,,12.0232,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2005,Major trading partner 1 (% of exports),China,,11.6049,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2010,Major trading partner 1 (% of exports),China,,25.4453,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2018,Major trading partner 1 (% of exports),China,,29.5858,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2005,Major trading partner 1 (% of imports),China,,13.8484,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2010,Major trading partner 1 (% of imports),China,,18.6719,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2018,Major trading partner 1 (% of imports),China,,21.8747,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2005,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.0729,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2010,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.4310,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2018,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,15.0376,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2005,Major trading partner 2 (% of imports),United States,,13.9437,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2010,Major trading partner 2 (% of imports),United States,,12.4421,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2018,Major trading partner 2 (% of imports),United States,,10.3366,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2005,Major trading partner 3 (% of exports),Japan,,20.4733,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2010,Major trading partner 3 (% of exports),Japan,,18.5090,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2018,Major trading partner 3 (% of exports),Japan,,10.4310,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2005,Major trading partner 3 (% of imports),Japan,,10.9927,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2010,Major trading partner 3 (% of imports),Japan,,8.7414,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
36,Australia,2018,Major trading partner 3 (% of imports),Japan,,7.2276,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2005,Major trading partner 1 (% of exports),Germany,,31.7914,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2010,Major trading partner 1 (% of exports),Germany,,30.9637,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2018,Major trading partner 1 (% of exports),Germany,,29.7094,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2005,Major trading partner 1 (% of imports),Germany,,42.2106,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2010,Major trading partner 1 (% of imports),Germany,,38.7430,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2018,Major trading partner 1 (% of imports),Germany,,36.5383,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2005,Major trading partner 2 (% of exports),United States,,5.6487,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2010,Major trading partner 2 (% of exports),United States,,4.4155,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2018,Major trading partner 2 (% of exports),United States,,6.6016,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2005,Major trading partner 2 (% of imports),Italy,,6.6213,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2010,Major trading partner 2 (% of imports),Italy,,6.5905,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2018,Major trading partner 2 (% of imports),Italy,,6.0855,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2005,Major trading partner 3 (% of exports),Italy,,8.6445,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2010,Major trading partner 3 (% of exports),Italy,,7.6903,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2018,Major trading partner 3 (% of exports),Italy,,6.2481,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2005,Major trading partner 3 (% of imports),China,,3.0895,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2010,Major trading partner 3 (% of imports),China,,4.7235,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
40,Austria,2018,Major trading partner 3 (% of imports),China,,5.7227,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2005,Major trading partner 1 (% of exports),Italy,,30.2668,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2010,Major trading partner 1 (% of exports),Italy,,33.1047,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2018,Major trading partner 1 (% of exports),Italy,,31.9360,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2005,Major trading partner 1 (% of imports),Russian Federation,,17.0310,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2010,Major trading partner 1 (% of imports),Russian Federation,,17.3570,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2018,Major trading partner 1 (% of imports),Russian Federation,,16.7846,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2005,Major trading partner 2 (% of exports),Turkey,,6.3480,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2010,Major trading partner 2 (% of exports),Turkey,,0.8032,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2018,Major trading partner 2 (% of exports),Turkey,,9.9027,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2005,Major trading partner 2 (% of imports),Turkey,,7.4326,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2010,Major trading partner 2 (% of imports),Turkey,,11.6942,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2018,Major trading partner 2 (% of imports),Turkey,,14.6568,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2005,Major trading partner 3 (% of exports),Israel,,4.4871,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2010,Major trading partner 3 (% of exports),Israel,,8.2000,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2018,Major trading partner 3 (% of exports),Israel,,4.6308,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2005,Major trading partner 3 (% of imports),China,,4.1274,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
31,Azerbaijan,2010,Major trading partner 3 (% of imports),China,,8.9076,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
