T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
36,Australia,2018,Balance of Payments: Current account (millions of US dollars),"-30,507.9559",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,1995,Balance of Payments: Capital account (millions of US dollars),-299.8453,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2005,Balance of Payments: Capital account (millions of US dollars),-121.1568,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2010,Balance of Payments: Capital account (millions of US dollars),-286.8105,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2016,Balance of Payments: Capital account (millions of US dollars),-605.4255,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2017,Balance of Payments: Capital account (millions of US dollars),-387.5469,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2018,Balance of Payments: Capital account (millions of US dollars),-383.6551,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,1995,Balance of Payments: Financial account (millions of US dollars),"-18,866.4669",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2005,Balance of Payments: Financial account (millions of US dollars),"-42,174.1534",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2010,Balance of Payments: Financial account (millions of US dollars),"-44,105.0606",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2016,Balance of Payments: Financial account (millions of US dollars),"-39,251.9695",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2017,Balance of Payments: Financial account (millions of US dollars),"-35,672.3290",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
36,Australia,2018,Balance of Payments: Financial account (millions of US dollars),"-33,743.3643",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2005,Balance of Payments: Current account (millions of US dollars),"6,245.0478",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2010,Balance of Payments: Current account (millions of US dollars),"11,478.4529",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2016,Balance of Payments: Current account (millions of US dollars),"9,751.8603",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2017,Balance of Payments: Current account (millions of US dollars),"7,995.5570",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2018,Balance of Payments: Current account (millions of US dollars),"10,800.6692",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2005,Balance of Payments: Capital account (millions of US dollars),-83.5344,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2010,Balance of Payments: Capital account (millions of US dollars),268.4154,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2016,Balance of Payments: Capital account (millions of US dollars),-410.8955,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2017,Balance of Payments: Capital account (millions of US dollars),-289.6003,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2018,Balance of Payments: Capital account (millions of US dollars),-354.7227,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2005,Balance of Payments: Financial account (millions of US dollars),167.5281,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2010,Balance of Payments: Financial account (millions of US dollars),"4,758.0777",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2016,Balance of Payments: Financial account (millions of US dollars),"11,751.5424",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2017,Balance of Payments: Financial account (millions of US dollars),"10,231.5808",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
40,Austria,2018,Balance of Payments: Financial account (millions of US dollars),"9,206.7430",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,1995,Balance of Payments: Current account (millions of US dollars),-400.6500,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2005,Balance of Payments: Current account (millions of US dollars),167.3150,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2010,Balance of Payments: Current account (millions of US dollars),"15,040.4360",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2016,Balance of Payments: Current account (millions of US dollars),"-1,363.4040",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2017,Balance of Payments: Current account (millions of US dollars),"1,684.5590",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2018,Balance of Payments: Current account (millions of US dollars),"6,051.0770",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,1995,Balance of Payments: Capital account (millions of US dollars),-1.5880,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2005,Balance of Payments: Capital account (millions of US dollars),-0.0830,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2016,Balance of Payments: Capital account (millions of US dollars),-40.1310,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2017,Balance of Payments: Capital account (millions of US dollars),100.3690,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2018,Balance of Payments: Capital account (millions of US dollars),1.4236,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,1995,Balance of Payments: Financial account (millions of US dollars),-342.4977,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2005,Balance of Payments: Financial account (millions of US dollars),82.5064,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2010,Balance of Payments: Financial account (millions of US dollars),"14,065.0269",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2016,Balance of Payments: Financial account (millions of US dollars),"2,222.3092",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2017,Balance of Payments: Financial account (millions of US dollars),"2,172.6695",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
31,Azerbaijan,2018,Balance of Payments: Financial account (millions of US dollars),"6,698.8111",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,1985,Balance of Payments: Current account (millions of US dollars),-2.7000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,1995,Balance of Payments: Current account (millions of US dollars),-145.9000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,2005,Balance of Payments: Current account (millions of US dollars),-700.6375,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,2010,Balance of Payments: Current account (millions of US dollars),-814.0430,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,2016,Balance of Payments: Current account (millions of US dollars),"-1,106.2929",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,2017,Balance of Payments: Current account (millions of US dollars),"-1,980.6431",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,1985,Balance of Payments: Financial account (millions of US dollars),30.1550,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,1995,Balance of Payments: Financial account (millions of US dollars),-107.4869,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
44,Bahamas,2005,Balance of Payments: Financial account (millions of US dollars),-910.2952,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
